barangay_name,municipality_name,province_name,matcher,Zone Name,Status
barangay 594 sampaloc ncr,sampaloc,ncr,barangay 594 sampaloc ncr sampaloc ncr,MANILA 1-ZONE 1,serviceable
barangay 595 sampaloc ncr,sampaloc,ncr,barangay 595 sampaloc ncr sampaloc ncr,MANILA 1-ZONE 2,serviceable
barangay 596 sampaloc ncr,sampaloc,ncr,barangay 596 sampaloc ncr sampaloc ncr,MANILA 1-ZONE 2,serviceable
barangay 597 sampaloc ncr,sampaloc,ncr,barangay 597 sampaloc ncr sampaloc ncr,MANILA 1-ZONE 2,serviceable
barangay 598 sampaloc ncr,sampaloc,ncr,barangay 598 sampaloc ncr sampaloc ncr,MANILA 1-ZONE 2,serviceable
barangay 599 sampaloc ncr,sampaloc,ncr,barangay 599 sampaloc ncr sampaloc ncr,MANILA 1-ZONE 2,serviceable
barangay 6,tondo i ii,ncr,barangay 6 tondo i ii ncr,MANILA 3-ZONE 7,serviceable
barangay 60,tondo i ii,ncr,barangay 60 tondo i ii ncr,MANILA 3-ZONE 2,serviceable
barangay 600 sampaloc ncr,sampaloc,ncr,barangay 600 sampaloc ncr sampaloc ncr,MANILA 1-ZONE 2,serviceable
barangay 601 sampaloc ncr,sampaloc,ncr,barangay 601 sampaloc ncr sampaloc ncr,MANILA 1-ZONE 2,serviceable
barangay 602 sampaloc ncr,sampaloc,ncr,barangay 602 sampaloc ncr sampaloc ncr,MANILA 1-ZONE 2,serviceable
barangay 603 sampaloc ncr,sampaloc,ncr,barangay 603 sampaloc ncr sampaloc ncr,MANILA 1-ZONE 2,serviceable
barangay 604 sampaloc ncr,sampaloc,ncr,barangay 604 sampaloc ncr sampaloc ncr,MANILA 1-ZONE 2,serviceable
barangay 605 sampaloc ncr,sampaloc,ncr,barangay 605 sampaloc ncr sampaloc ncr,MANILA 1-ZONE 2,serviceable
barangay 606 sampaloc ncr,sampaloc,ncr,barangay 606 sampaloc ncr sampaloc ncr,MANILA 1-ZONE 1,serviceable
barangay 607 sampaloc ncr,sampaloc,ncr,barangay 607 sampaloc ncr sampaloc ncr,MANILA 1-ZONE 1,serviceable
barangay 608 sampaloc ncr,sampaloc,ncr,barangay 608 sampaloc ncr sampaloc ncr,MANILA 1-ZONE 1,serviceable
barangay 609 sampaloc ncr,sampaloc,ncr,barangay 609 sampaloc ncr sampaloc ncr,MANILA 1-ZONE 1,serviceable
barangay 61,tondo i ii,ncr,barangay 61 tondo i ii ncr,MANILA 3-ZONE 2,serviceable
barangay 610 sampaloc ncr,sampaloc,ncr,barangay 610 sampaloc ncr sampaloc ncr,MANILA 1-ZONE 1,serviceable
barangay 611 sampaloc ncr,sampaloc,ncr,barangay 611 sampaloc ncr sampaloc ncr,MANILA 1-ZONE 1,serviceable
barangay 612 sampaloc ncr,sampaloc,ncr,barangay 612 sampaloc ncr sampaloc ncr,MANILA 1-ZONE 1,serviceable
barangay 613 sampaloc ncr,sampaloc,ncr,barangay 613 sampaloc ncr sampaloc ncr,MANILA 1-ZONE 1,serviceable
barangay 614 sampaloc ncr,sampaloc,ncr,barangay 614 sampaloc ncr sampaloc ncr,MANILA 1-ZONE 1,serviceable
barangay 615 sampaloc ncr,sampaloc,ncr,barangay 615 sampaloc ncr sampaloc ncr,MANILA 1-ZONE 1,serviceable
barangay 616 sampaloc ncr,sampaloc,ncr,barangay 616 sampaloc ncr sampaloc ncr,MANILA 1-ZONE 1,serviceable
barangay 617 sampaloc ncr,sampaloc,ncr,barangay 617 sampaloc ncr sampaloc ncr,MANILA 1-ZONE 1,serviceable
barangay 618 sampaloc ncr,sampaloc,ncr,barangay 618 sampaloc ncr sampaloc ncr,MANILA 1-ZONE 1,serviceable
barangay 619 sampaloc ncr,sampaloc,ncr,barangay 619 sampaloc ncr sampaloc ncr,MANILA 1-ZONE 1,serviceable
barangay 62,tondo i ii,ncr,barangay 62 tondo i ii ncr,MANILA 3-ZONE 2,serviceable
barangay 620 sampaloc ncr,sampaloc,ncr,barangay 620 sampaloc ncr sampaloc ncr,MANILA 1-ZONE 1,serviceable
barangay 621 sampaloc ncr,sampaloc,ncr,barangay 621 sampaloc ncr sampaloc ncr,MANILA 1-ZONE 1,serviceable
barangay 622 sampaloc ncr,sampaloc,ncr,barangay 622 sampaloc ncr sampaloc ncr,MANILA 1-ZONE 1,serviceable
barangay 623 sampaloc ncr,sampaloc,ncr,barangay 623 sampaloc ncr sampaloc ncr,MANILA 1-ZONE 1,serviceable
barangay 624 sampaloc ncr,sampaloc,ncr,barangay 624 sampaloc ncr sampaloc ncr,MANILA 1-ZONE 1,serviceable
barangay 625 sampaloc ncr,sampaloc,ncr,barangay 625 sampaloc ncr sampaloc ncr,MANILA 1-ZONE 1,serviceable
barangay 626 sampaloc ncr,sampaloc,ncr,barangay 626 sampaloc ncr sampaloc ncr,MANILA 1-ZONE 1,serviceable
barangay 627 sampaloc ncr,sampaloc,ncr,barangay 627 sampaloc ncr sampaloc ncr,MANILA 1-ZONE 2,serviceable
barangay 628 sampaloc ncr,sampaloc,ncr,barangay 628 sampaloc ncr sampaloc ncr,MANILA 1-ZONE 2,serviceable
barangay 629 sampaloc ncr,sampaloc,ncr,barangay 629 sampaloc ncr sampaloc ncr,MANILA 1-ZONE 1,serviceable
barangay 63,tondo i ii,ncr,barangay 63 tondo i ii ncr,MANILA 3-ZONE 2,serviceable
barangay 630 sampaloc ncr,sampaloc,ncr,barangay 630 sampaloc ncr sampaloc ncr,MANILA 1-ZONE 2,serviceable
barangay 631 sampaloc ncr,sampaloc,ncr,barangay 631 sampaloc ncr sampaloc ncr,MANILA 1-ZONE 1,serviceable
barangay 632 sampaloc ncr,sampaloc,ncr,barangay 632 sampaloc ncr sampaloc ncr,MANILA 1-ZONE 1,serviceable
barangay 633 sampaloc ncr,sampaloc,ncr,barangay 633 sampaloc ncr sampaloc ncr,MANILA 1-ZONE 1,serviceable
barangay 634 sampaloc ncr,sampaloc,ncr,barangay 634 sampaloc ncr sampaloc ncr,MANILA 1-ZONE 2,serviceable
barangay 635 sampaloc ncr,sampaloc,ncr,barangay 635 sampaloc ncr sampaloc ncr,MANILA 1-ZONE 1,serviceable
barangay 636 sampaloc ncr,sampaloc,ncr,barangay 636 sampaloc ncr sampaloc ncr,MANILA 1-ZONE 2,serviceable
barangay 637,san miguel,ncr,barangay 637 san miguel ncr,MANILA 2-ZONE 18,serviceable
barangay 638,san miguel,ncr,barangay 638 san miguel ncr,MANILA 2-ZONE 18,serviceable
barangay 639,san miguel,ncr,barangay 639 san miguel ncr,MANILA 2-ZONE 18,serviceable
barangay 64,tondo i ii,ncr,barangay 64 tondo i ii ncr,MANILA 3-ZONE 2,serviceable
barangay 640,san miguel,ncr,barangay 640 san miguel ncr,MANILA 2-ZONE 18,serviceable
barangay 641,san miguel,ncr,barangay 641 san miguel ncr,MANILA 2-ZONE 18,serviceable
barangay 642,san miguel,ncr,barangay 642 san miguel ncr,MANILA 2-ZONE 18,serviceable
barangay 643,san miguel,ncr,barangay 643 san miguel ncr,MANILA 2-ZONE 18,serviceable
barangay 644,san miguel,ncr,barangay 644 san miguel ncr,MANILA 2-ZONE 18,serviceable
barangay 645,san miguel,ncr,barangay 645 san miguel ncr,MANILA 2-ZONE 18,serviceable
barangay 646,san miguel,ncr,barangay 646 san miguel ncr,MANILA 2-ZONE 18,serviceable
barangay 647,san miguel,ncr,barangay 647 san miguel ncr,MANILA 2-ZONE 16,serviceable
barangay 648,san miguel,ncr,barangay 648 san miguel ncr,MANILA 2-ZONE 16,serviceable
barangay 649,port area,ncr,barangay 649 port area ncr,MANILA 3-ZONE 9,serviceable
barangay 65,tondo i ii,ncr,barangay 65 tondo i ii ncr,MANILA 3-ZONE 2,serviceable
barangay 650,port area,ncr,barangay 650 port area ncr,MANILA 3-ZONE 10,serviceable
barangay 651,port area,ncr,barangay 651 port area ncr,MANILA 3-ZONE 10,serviceable
barangay 652,port area,ncr,barangay 652 port area ncr,MANILA 3-ZONE 10,serviceable
barangay 653,port area,ncr,barangay 653 port area ncr,MANILA 3-ZONE 10,serviceable
barangay 654,intramuros,ncr,barangay 654 intramuros ncr,MANILA 3-ZONE 11,serviceable
barangay 655,intramuros,ncr,barangay 655 intramuros ncr,MANILA 3-ZONE 11,serviceable
barangay 656,intramuros,ncr,barangay 656 intramuros ncr,MANILA 3-ZONE 11,serviceable
barangay 657,intramuros,ncr,barangay 657 intramuros ncr,MANILA 3-ZONE 11,serviceable
barangay 658,intramuros,ncr,barangay 658 intramuros ncr,MANILA 3-ZONE 11,serviceable
barangay 659,ermita,ncr,barangay 659 ermita ncr,MANILA 2-ZONE 19,serviceable
barangay 659 a,ermita,ncr,barangay 659 a ermita ncr,MANILA 2-ZONE 19,serviceable
barangay 66,tondo i ii,ncr,barangay 66 tondo i ii ncr,MANILA 3-ZONE 6,serviceable
barangay 660,ermita,ncr,barangay 660 ermita ncr,MANILA 2-ZONE 19,serviceable
barangay 660 a,ermita,ncr,barangay 660 a ermita ncr,MANILA 2-ZONE 19,serviceable
barangay 661,ermita,ncr,barangay 661 ermita ncr,MANILA 2-ZONE 19,serviceable
barangay 662,paco,ncr,barangay 662 paco ncr,MANILA 1-ZONE 6,serviceable
barangay 663,ermita,ncr,barangay 663 ermita ncr,MANILA 2-ZONE 19,serviceable
barangay 663 a,ermita,ncr,barangay 663 a ermita ncr,MANILA 2-ZONE 18,serviceable
barangay 664,ermita,ncr,barangay 664 ermita ncr,MANILA 2-ZONE 19,serviceable
barangay 664 a,paco,ncr,barangay 664 a paco ncr,MANILA 1-ZONE 6,serviceable
barangay 666,ermita,ncr,barangay 666 ermita ncr,MANILA 2-ZONE 20,serviceable
barangay 667,ermita,ncr,barangay 667 ermita ncr,MANILA 2-ZONE 20,serviceable
barangay 668,ermita,ncr,barangay 668 ermita ncr,MANILA 2-ZONE 21,serviceable
barangay 669,ermita,ncr,barangay 669 ermita ncr,MANILA 2-ZONE 22,serviceable
barangay 67,tondo i ii,ncr,barangay 67 tondo i ii ncr,MANILA 3-ZONE 6,serviceable
barangay 670,ermita,ncr,barangay 670 ermita ncr,MANILA 2-ZONE 21,serviceable
barangay 671,paco,ncr,barangay 671 paco ncr,MANILA 1-ZONE 6,serviceable
barangay 672,paco,ncr,barangay 672 paco ncr,MANILA 1-ZONE 6,serviceable
barangay 673,paco,ncr,barangay 673 paco ncr,MANILA 1-ZONE 6,serviceable
barangay 674,paco,ncr,barangay 674 paco ncr,MANILA 1-ZONE 6,serviceable
barangay 675,paco,ncr,barangay 675 paco ncr,MANILA 1-ZONE 6,serviceable
barangay 676,paco,ncr,barangay 676 paco ncr,MANILA 1-ZONE 6,serviceable
barangay 677,paco,ncr,barangay 677 paco ncr,MANILA 1-ZONE 6,serviceable
barangay 678,paco,ncr,barangay 678 paco ncr,MANILA 1-ZONE 6,serviceable
barangay 679,paco,ncr,barangay 679 paco ncr,MANILA 1-ZONE 6,serviceable
barangay 68,tondo i ii,ncr,barangay 68 tondo i ii ncr,MANILA 3-ZONE 6,serviceable
barangay 680,paco,ncr,barangay 680 paco ncr,MANILA 1-ZONE 6,serviceable
barangay 681,paco,ncr,barangay 681 paco ncr,MANILA 1-ZONE 6,serviceable
barangay 682,paco,ncr,barangay 682 paco ncr,MANILA 1-ZONE 6,serviceable
barangay 683,paco,ncr,barangay 683 paco ncr,MANILA 1-ZONE 6,serviceable
barangay 684,paco,ncr,barangay 684 paco ncr,MANILA 1-ZONE 6,serviceable
barangay 685,paco,ncr,barangay 685 paco ncr,MANILA 1-ZONE 6,serviceable
barangay 686,paco,ncr,barangay 686 paco ncr,MANILA 1-ZONE 6,serviceable
barangay 687,paco,ncr,barangay 687 paco ncr,MANILA 1-ZONE 6,serviceable
barangay 688,malate,ncr,barangay 688 malate ncr,MANILA 2-ZONE 33,serviceable
barangay 689,malate,ncr,barangay 689 malate ncr,MANILA 2-ZONE 33,serviceable
barangay 69,tondo i ii,ncr,barangay 69 tondo i ii ncr,MANILA 3-ZONE 6,serviceable
barangay 690,malate,ncr,barangay 690 malate ncr,MANILA 2-ZONE 33,serviceable
barangay 691,malate,ncr,barangay 691 malate ncr,MANILA 2-ZONE 33,serviceable
barangay 692,malate,ncr,barangay 692 malate ncr,MANILA 2-ZONE 23,serviceable
barangay 693,malate,ncr,barangay 693 malate ncr,MANILA 2-ZONE 23,serviceable
barangay 694,malate,ncr,barangay 694 malate ncr,MANILA 2-ZONE 23,serviceable
barangay 695,malate,ncr,barangay 695 malate ncr,MANILA 2-ZONE 23,serviceable
barangay 696,malate,ncr,barangay 696 malate ncr,MANILA 2-ZONE 24,serviceable
barangay 697,malate,ncr,barangay 697 malate ncr,MANILA 2-ZONE 24,serviceable
barangay 698,malate,ncr,barangay 698 malate ncr,MANILA 2-ZONE 25,serviceable
barangay 699,malate,ncr,barangay 699 malate ncr,MANILA 2-ZONE 26,serviceable
barangay 7,tondo i ii,ncr,barangay 7 tondo i ii ncr,MANILA 3-ZONE 7,serviceable
barangay 70,tondo i ii,ncr,barangay 70 tondo i ii ncr,MANILA 3-ZONE 6,serviceable
barangay 700,malate,ncr,barangay 700 malate ncr,MANILA 2-ZONE 26,serviceable
barangay 701,malate,ncr,barangay 701 malate ncr,MANILA 2-ZONE 26,serviceable
barangay 702,malate,ncr,barangay 702 malate ncr,MANILA 2-ZONE 24,serviceable
barangay 703,malate,ncr,barangay 703 malate ncr,MANILA 2-ZONE 24,serviceable
barangay 704,malate,ncr,barangay 704 malate ncr,MANILA 2-ZONE 25,serviceable
barangay 705,malate,ncr,barangay 705 malate ncr,MANILA 2-ZONE 25,serviceable
barangay 706,malate,ncr,barangay 706 malate ncr,MANILA 2-ZONE 25,serviceable
barangay 707,malate,ncr,barangay 707 malate ncr,MANILA 2-ZONE 27,serviceable
barangay 708,malate,ncr,barangay 708 malate ncr,MANILA 2-ZONE 27,serviceable
barangay 709,malate,ncr,barangay 709 malate ncr,MANILA 2-ZONE 27,serviceable
barangay 71,tondo i ii,ncr,barangay 71 tondo i ii ncr,MANILA 3-ZONE 6,serviceable
barangay 710,malate,ncr,barangay 710 malate ncr,MANILA 2-ZONE 27,serviceable
barangay 711,malate,ncr,barangay 711 malate ncr,MANILA 2-ZONE 27,serviceable
barangay 712,malate,ncr,barangay 712 malate ncr,MANILA 2-ZONE 27,serviceable
barangay 713,malate,ncr,barangay 713 malate ncr,MANILA 2-ZONE 27,serviceable
barangay 714,malate,ncr,barangay 714 malate ncr,MANILA 2-ZONE 27,serviceable
barangay 715,malate,ncr,barangay 715 malate ncr,MANILA 2-ZONE 27,serviceable
barangay 716,malate,ncr,barangay 716 malate ncr,MANILA 2-ZONE 27,serviceable
barangay 717,malate,ncr,barangay 717 malate ncr,MANILA 2-ZONE 27,serviceable
barangay 718,malate,ncr,barangay 718 malate ncr,MANILA 2-ZONE 27,serviceable
barangay 719,malate,ncr,barangay 719 malate ncr,MANILA 2-ZONE 28,serviceable
barangay 72,tondo i ii,ncr,barangay 72 tondo i ii ncr,MANILA 3-ZONE 6,serviceable
barangay 720,malate,ncr,barangay 720 malate ncr,MANILA 2-ZONE 27,serviceable
barangay 721,malate,ncr,barangay 721 malate ncr,MANILA 2-ZONE 27,serviceable
barangay 722,malate,ncr,barangay 722 malate ncr,MANILA 2-ZONE 29,serviceable
barangay 723,malate,ncr,barangay 723 malate ncr,MANILA 2-ZONE 29,serviceable
barangay 724,malate,ncr,barangay 724 malate ncr,MANILA 2-ZONE 30,serviceable
barangay 725,malate,ncr,barangay 725 malate ncr,MANILA 2-ZONE 31,serviceable
barangay 726,malate,ncr,barangay 726 malate ncr,MANILA 2-ZONE 30,serviceable
barangay 727,malate,ncr,barangay 727 malate ncr,MANILA 2-ZONE 30,serviceable
barangay 728,malate,ncr,barangay 728 malate ncr,MANILA 2-ZONE 30,serviceable
barangay 729,malate,ncr,barangay 729 malate ncr,MANILA 2-ZONE 32,serviceable
barangay 73,tondo i ii,ncr,barangay 73 tondo i ii ncr,MANILA 3-ZONE 6,serviceable
barangay 730,malate,ncr,barangay 730 malate ncr,MANILA 2-ZONE 32,serviceable
barangay 731,malate,ncr,barangay 731 malate ncr,MANILA 2-ZONE 30,serviceable
barangay 732,malate,ncr,barangay 732 malate ncr,MANILA 2-ZONE 30,serviceable
barangay 733,malate,ncr,barangay 733 malate ncr,MANILA 2-ZONE 30,serviceable
barangay 734,malate,ncr,barangay 734 malate ncr,MANILA 2-ZONE 31,serviceable
barangay 735,malate,ncr,barangay 735 malate ncr,MANILA 2-ZONE 31,serviceable
barangay 736,malate,ncr,barangay 736 malate ncr,MANILA 2-ZONE 31,serviceable
barangay 737,malate,ncr,barangay 737 malate ncr,MANILA 2-ZONE 29,serviceable
barangay 738,malate,ncr,barangay 738 malate ncr,MANILA 2-ZONE 29,serviceable
barangay 739,malate,ncr,barangay 739 malate ncr,MANILA 2-ZONE 30,serviceable
barangay 74,tondo i ii,ncr,barangay 74 tondo i ii ncr,MANILA 3-ZONE 6,serviceable
barangay 740,malate,ncr,barangay 740 malate ncr,MANILA 2-ZONE 29,serviceable
barangay 741,malate,ncr,barangay 741 malate ncr,MANILA 2-ZONE 29,serviceable
barangay 742,malate,ncr,barangay 742 malate ncr,MANILA 2-ZONE 29,serviceable
barangay 743,malate,ncr,barangay 743 malate ncr,MANILA 2-ZONE 29,serviceable
barangay 744,malate,ncr,barangay 744 malate ncr,MANILA 2-ZONE 31,serviceable
barangay 745,santa ana,ncr,barangay 745 santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 746,santa ana,ncr,barangay 746 santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 747,santa ana,ncr,barangay 747 santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 748,santa ana,ncr,barangay 748 santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 749,santa ana,ncr,barangay 749 santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 75,tondo i ii,ncr,barangay 75 tondo i ii ncr,MANILA 3-ZONE 2,serviceable
barangay 750,santa ana,ncr,barangay 750 santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 751,santa ana,ncr,barangay 751 santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 752,santa ana,ncr,barangay 752 santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 753,santa ana,ncr,barangay 753 santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 754,santa ana,ncr,barangay 754 santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 755,santa ana,ncr,barangay 755 santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 756,santa ana,ncr,barangay 756 santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 757,santa ana,ncr,barangay 757 santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 758,santa ana,ncr,barangay 758 santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 759,santa ana,ncr,barangay 759 santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 76,tondo i ii,ncr,barangay 76 tondo i ii ncr,MANILA 3-ZONE 2,serviceable
barangay 760,santa ana,ncr,barangay 760 santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 761,santa ana,ncr,barangay 761 santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 762,santa ana,ncr,barangay 762 santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 763,santa ana,ncr,barangay 763 santa ana ncr,MANILA 1-ZONE 3,serviceable
barangay 764,santa ana,ncr,barangay 764 santa ana ncr,MANILA 1-ZONE 3,serviceable
barangay 765,santa ana,ncr,barangay 765 santa ana ncr,MANILA 1-ZONE 3,serviceable
barangay 766,santa ana,ncr,barangay 766 santa ana ncr,MANILA 1-ZONE 3,serviceable
barangay 767,santa ana,ncr,barangay 767 santa ana ncr,MANILA 1-ZONE 3,serviceable
barangay 768,santa ana,ncr,barangay 768 santa ana ncr,MANILA 1-ZONE 3,serviceable
barangay 769,santa ana,ncr,barangay 769 santa ana ncr,MANILA 1-ZONE 3,serviceable
barangay 77,tondo i ii,ncr,barangay 77 tondo i ii ncr,MANILA 3-ZONE 2,serviceable
barangay 770,santa ana,ncr,barangay 770 santa ana ncr,MANILA 1-ZONE 3,serviceable
barangay 771,santa ana,ncr,barangay 771 santa ana ncr,MANILA 1-ZONE 3,serviceable
barangay 772,santa ana,ncr,barangay 772 santa ana ncr,MANILA 1-ZONE 3,serviceable
barangay 773,santa ana,ncr,barangay 773 santa ana ncr,MANILA 1-ZONE 3,serviceable
barangay 774,santa ana,ncr,barangay 774 santa ana ncr,MANILA 1-ZONE 3,serviceable
barangay 775,santa ana,ncr,barangay 775 santa ana ncr,MANILA 1-ZONE 3,serviceable
barangay 776,santa ana,ncr,barangay 776 santa ana ncr,MANILA 1-ZONE 3,serviceable
barangay 777,santa ana,ncr,barangay 777 santa ana ncr,MANILA 1-ZONE 3,serviceable
barangay 778,santa ana,ncr,barangay 778 santa ana ncr,MANILA 1-ZONE 3,serviceable
barangay 779,santa ana,ncr,barangay 779 santa ana ncr,MANILA 1-ZONE 3,serviceable
barangay 78,tondo i ii,ncr,barangay 78 tondo i ii ncr,MANILA 3-ZONE 2,serviceable
barangay 780,santa ana,ncr,barangay 780 santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 781,santa ana,ncr,barangay 781 santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 782,santa ana,ncr,barangay 782 santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 783,santa ana,ncr,barangay 783 santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 784,santa ana,ncr,barangay 784 santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 785,santa ana,ncr,barangay 785 santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 786,santa ana,ncr,barangay 786 santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 787,santa ana,ncr,barangay 787 santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 788,santa ana,ncr,barangay 788 santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 789,santa ana,ncr,barangay 789 santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 79,tondo i ii,ncr,barangay 79 tondo i ii ncr,MANILA 3-ZONE 6,serviceable
barangay 790,santa ana,ncr,barangay 790 santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 791,santa ana,ncr,barangay 791 santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 792,santa ana,ncr,barangay 792 santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 793,santa ana,ncr,barangay 793 santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 794,santa ana,ncr,barangay 794 santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 795,santa ana,ncr,barangay 795 santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 796,santa ana,ncr,barangay 796 santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 797,santa ana,ncr,barangay 797 santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 798,santa ana,ncr,barangay 798 santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 799,santa ana,ncr,barangay 799 santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 8,tondo i ii,ncr,barangay 8 tondo i ii ncr,MANILA 3-ZONE 7,serviceable
barangay 80,tondo i ii,ncr,barangay 80 tondo i ii ncr,MANILA 3-ZONE 6,serviceable
barangay 800,santa ana,ncr,barangay 800 santa ana ncr,MANILA 1-ZONE 3,serviceable
barangay 801,santa ana,ncr,barangay 801 santa ana ncr,MANILA 1-ZONE 3,serviceable
barangay 802,santa ana,ncr,barangay 802 santa ana ncr,MANILA 1-ZONE 3,serviceable
barangay 803,santa ana,ncr,barangay 803 santa ana ncr,MANILA 1-ZONE 3,serviceable
barangay 804,santa ana,ncr,barangay 804 santa ana ncr,MANILA 1-ZONE 3,serviceable
barangay 805,santa ana,ncr,barangay 805 santa ana ncr,MANILA 1-ZONE 3,serviceable
barangay 806,santa ana,ncr,barangay 806 santa ana ncr,MANILA 1-ZONE 3,serviceable
barangay 807,santa ana,ncr,barangay 807 santa ana ncr,MANILA 1-ZONE 3,serviceable
barangay 808,santa ana,ncr,barangay 808 santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 809,paco,ncr,barangay 809 paco ncr,MANILA 1-ZONE 6,serviceable
barangay 81,tondo i ii,ncr,barangay 81 tondo i ii ncr,MANILA 3-ZONE 6,serviceable
barangay 810,paco,ncr,barangay 810 paco ncr,MANILA 1-ZONE 6,serviceable
barangay 811,paco,ncr,barangay 811 paco ncr,MANILA 1-ZONE 6,serviceable
barangay 812,paco,ncr,barangay 812 paco ncr,MANILA 1-ZONE 6,serviceable
barangay 813,paco,ncr,barangay 813 paco ncr,MANILA 1-ZONE 6,serviceable
barangay 814,paco,ncr,barangay 814 paco ncr,MANILA 1-ZONE 6,serviceable
barangay 815,paco,ncr,barangay 815 paco ncr,MANILA 1-ZONE 6,serviceable
barangay 816,paco,ncr,barangay 816 paco ncr,MANILA 1-ZONE 6,serviceable
barangay 817,paco,ncr,barangay 817 paco ncr,MANILA 1-ZONE 6,serviceable
barangay 818,paco,ncr,barangay 818 paco ncr,MANILA 1-ZONE 6,serviceable
barangay 818 a,santa ana,ncr,barangay 818 a santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 819,paco,ncr,barangay 819 paco ncr,MANILA 1-ZONE 6,serviceable
barangay 82,tondo i ii,ncr,barangay 82 tondo i ii ncr,MANILA 3-ZONE 6,serviceable
barangay 820,paco,ncr,barangay 820 paco ncr,MANILA 1-ZONE 6,serviceable
barangay 821,paco,ncr,barangay 821 paco ncr,MANILA 1-ZONE 6,serviceable
barangay 822,paco,ncr,barangay 822 paco ncr,MANILA 1-ZONE 6,serviceable
barangay 823,paco,ncr,barangay 823 paco ncr,MANILA 1-ZONE 6,serviceable
barangay 824,paco,ncr,barangay 824 paco ncr,MANILA 1-ZONE 6,serviceable
barangay 825,paco,ncr,barangay 825 paco ncr,MANILA 1-ZONE 6,serviceable
barangay 826,paco,ncr,barangay 826 paco ncr,MANILA 1-ZONE 6,serviceable
barangay 827,paco,ncr,barangay 827 paco ncr,MANILA 1-ZONE 6,serviceable
barangay 828,paco,ncr,barangay 828 paco ncr,MANILA 1-ZONE 6,serviceable
barangay 829,paco,ncr,barangay 829 paco ncr,MANILA 1-ZONE 6,serviceable
barangay 83,tondo i ii,ncr,barangay 83 tondo i ii ncr,MANILA 3-ZONE 6,serviceable
barangay 830,paco,ncr,barangay 830 paco ncr,MANILA 1-ZONE 6,serviceable
barangay 831,paco,ncr,barangay 831 paco ncr,MANILA 1-ZONE 6,serviceable
barangay 832,paco,ncr,barangay 832 paco ncr,MANILA 1-ZONE 6,serviceable
barangay 833,pandacan,ncr,barangay 833 pandacan ncr,MANILA 1-ZONE 4,serviceable
barangay 834,pandacan,ncr,barangay 834 pandacan ncr,MANILA 1-ZONE 4,serviceable
barangay 835,pandacan,ncr,barangay 835 pandacan ncr,MANILA 1-ZONE 4,serviceable
barangay 836,pandacan,ncr,barangay 836 pandacan ncr,MANILA 1-ZONE 4,serviceable
barangay 837,pandacan,ncr,barangay 837 pandacan ncr,MANILA 1-ZONE 4,serviceable
barangay 838,pandacan,ncr,barangay 838 pandacan ncr,MANILA 1-ZONE 4,serviceable
barangay 839,pandacan,ncr,barangay 839 pandacan ncr,MANILA 1-ZONE 4,serviceable
barangay 84,tondo i ii,ncr,barangay 84 tondo i ii ncr,MANILA 3-ZONE 6,serviceable
barangay 840,pandacan,ncr,barangay 840 pandacan ncr,MANILA 1-ZONE 4,serviceable
barangay 841,pandacan,ncr,barangay 841 pandacan ncr,MANILA 1-ZONE 4,serviceable
